Order No.,Date,Payment Type,Order Type,Area Type,My Amount,Discount,Delivery Charge,Container Charge,Service Charge,Additional Charge,CGST (A),SGST (A),Waived off,Total,Assign to,Biller Name,Reason,Tip,Total + Tip
33139,18-03-25,Cash,TAKE AWAY,Parcel,575.00,0.00,0.00,0.00,0.00,-,14.38,14.38,0.00,604.00,-,biller,,0.00,604.00
33140,19-03-25,Cash,TAKE AWAY,Parcel,359.00,0.00,0.00,0.00,0.00,-,8.98,8.98,0.00,377.00,-,biller,,0.00,377.00
33141,19-03-25,Cash,TAKE AWAY,Parcel,249.00,0.00,0.00,0.00,0.00,-,6.23,6.23,0.00,261.00,-,biller,,0.00,261.00
33142,19-03-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33143,19-03-25,Cash,Dine In (20),-,569.00,0.00,0.00,0.00,0.00,-,14.23,14.23,0.00,597.00,-,biller,,0.00,597.00
33144,19-03-25,Cash,Dine In (20),-,1222.00,0.00,0.00,0.00,0.00,-,30.55,30.55,0.00,1283.00,-,biller,,0.00,1283.00
33145,19-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33146,19-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33147,19-03-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
33148,19-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33149,19-03-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
33150,19-03-25,Cash,Dine In (3),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33151,19-03-25,Cash,Dine In (9),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33152,19-03-25,Cash,TAKE AWAY,Parcel,1127.00,0.00,0.00,0.00,0.00,-,28.18,28.18,0.00,1183.00,-,biller,,0.00,1183.00
33153,19-03-25,Cash,TAKE AWAY,Parcel,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
33154,19-03-25,Cash,Dine In (24),-,987.00,0.00,0.00,0.00,0.00,-,24.68,24.68,0.00,1036.00,-,biller,,0.00,1036.00
33155,20-03-25,Online [Swiggy],Delivery,Swiggy,389.00,87.50,0.00,0.00,0.00,-,7.54,7.54,0.00,317.00,-,biller,,0.00,317.00
33156,20-03-25,Online [Swiggy],Delivery,Swiggy,279.00,60.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
33157,20-03-25,Online [Swiggy],Delivery,Swiggy,429.00,87.50,0.00,0.00,0.00,-,8.54,8.54,0.00,359.00,-,biller,,0.00,359.00
33158,20-03-25,Cash,Dine In (21),-,529.00,0.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
33159,20-03-25,Cash,Dine In (22),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
33160,20-03-25,Cash,TAKE AWAY,Parcel,518.00,0.00,0.00,0.00,0.00,-,12.95,12.95,0.00,-544.00,-,biller,itam canceld,0.00,544.00
33161,20-03-25,Cash,TAKE AWAY,Parcel,398.00,0.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
33162,20-03-25,Cash,Dine In (9),-,1078.00,107.80,0.00,0.00,0.00,-,24.26,24.26,0.00,1019.00,-,biller,,0.00,1019.00
33163,20-03-25,Cash,Dine In (20),-,1048.00,0.00,0.00,0.00,0.00,-,26.20,26.20,0.00,1100.00,-,biller,,0.00,1100.00
33164,20-03-25,Cash,Dine In (23),-,807.00,0.00,0.00,0.00,0.00,-,20.18,20.18,0.00,847.00,-,biller,,0.00,847.00
33165,20-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33166,20-03-25,Cash,Dine In (20),-,1068.00,0.00,0.00,0.00,0.00,-,26.70,26.70,0.00,1121.00,-,biller,,0.00,1121.00
33167,20-03-25,Online [Swiggy],Delivery,Swiggy,1596.00,446.88,0.00,0.00,0.00,-,28.73,28.73,0.00,1207.00,-,biller,,0.00,1207.00
33168,20-03-25,Online [Swiggy],Delivery,Swiggy,837.00,461.70,0.00,0.00,0.00,-,9.38,9.38,0.00,394.00,-,biller,,0.00,394.00
33169,20-03-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
33170,20-03-25,Online [Swiggy],Delivery,Swiggy,449.00,87.50,0.00,0.00,0.00,-,9.04,9.04,0.00,380.00,-,biller,,0.00,380.00
33171,21-03-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33172,21-03-25,Cash,Dine In (19),-,1028.00,0.00,0.00,0.00,0.00,-,25.70,25.70,0.00,1079.00,-,biller,,0.00,1079.00
33173,21-03-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33174,21-03-25,Cash,Dine In (24),-,729.00,0.00,0.00,0.00,0.00,-,18.23,18.23,0.00,765.00,-,biller,,0.00,765.00
33175,21-03-25,Cash,Dine In (23),-,1048.00,0.00,0.00,0.00,0.00,-,26.20,26.20,0.00,1100.00,-,biller,,0.00,1100.00
33176,21-03-25,Cash,Dine In (20),-,1077.00,0.00,0.00,0.00,0.00,-,26.93,26.93,0.00,1131.00,-,biller,,0.00,1131.00
33177,21-03-25,Cash,Dine In (24),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33178,21-03-25,Cash,Dine In (19),-,478.00,0.00,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
33179,21-03-25,Cash,Dine In (25),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33180,21-03-25,Cash,Dine In (23),-,619.00,0.00,0.00,0.00,0.00,-,15.48,15.48,0.00,650.00,-,biller,,0.00,650.00
33181,21-03-25,Cash,TAKE AWAY,Parcel,559.00,0.00,0.00,0.00,0.00,-,13.98,13.98,0.00,587.00,-,biller,,0.00,587.00
33182,21-03-25,Cash,Dine In (20),-,2235.00,0.00,0.00,0.00,0.00,-,55.88,55.88,0.00,2347.00,-,biller,,0.00,2347.00
33183,21-03-25,Online [Swiggy],Delivery,Swiggy,688.00,122.49,0.00,0.00,0.00,-,14.14,14.14,0.00,594.00,-,biller,,0.00,594.00
33184,21-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33185,21-03-25,Cash,TAKE AWAY,Parcel,398.00,0.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
33186,21-03-25,Online [Swiggy],Delivery,Swiggy,389.00,87.50,0.00,0.00,0.00,-,7.54,7.54,0.00,317.00,-,biller,,0.00,317.00
33187,21-03-25,Cash,Dine In (24),-,907.00,90.70,0.00,0.00,0.00,-,20.41,20.41,0.00,857.00,-,biller,,0.00,857.00
33188,21-03-25,Online [Swiggy],Delivery,Swiggy,544.00,104.99,0.00,0.00,0.00,-,10.98,10.98,0.00,461.00,-,biller,,0.00,461.00
33189,21-03-25,Online [Swiggy],Delivery,Swiggy,429.00,70.00,0.00,0.00,0.00,-,8.98,8.98,0.00,377.00,-,biller,,0.00,377.00
33190,21-03-25,Online [Swiggy],Delivery,Swiggy,657.00,349.30,0.00,0.00,0.00,-,7.69,7.69,0.00,323.00,-,biller,,0.00,323.00
33191,21-03-25,Cash,Dine In (20),-,883.00,0.00,0.00,0.00,0.00,-,22.08,22.08,0.00,927.00,-,biller,,0.00,927.00
33192,21-03-25,Cash,Dine In (24),-,1751.00,0.00,0.00,0.00,0.00,-,43.78,43.78,0.00,1839.00,-,biller,,0.00,1839.00
33193,22-03-25,Online [Swiggy],Delivery,Swiggy,389.00,87.50,0.00,0.00,0.00,-,7.54,7.54,0.00,317.00,-,biller,,0.00,317.00
33194,22-03-25,Cash,TAKE AWAY,Parcel,140.00,0.00,0.00,0.00,0.00,-,3.50,3.50,0.00,147.00,-,biller,,0.00,147.00
33195,22-03-25,Cash,Dine In (25),-,389.00,0.00,0.00,0.00,0.00,-,9.73,9.73,0.00,408.00,-,biller,,0.00,408.00
33196,22-03-25,Cash,Dine In (20),-,1856.00,0.00,0.00,0.00,0.00,-,46.40,46.40,0.00,1949.00,-,biller,,0.00,1949.00
33197,22-03-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
33198,22-03-25,Cash,Dine In (19),-,399.00,0.00,0.00,0.00,0.00,-,9.98,9.98,0.00,419.00,-,biller,,0.00,419.00
33199,22-03-25,Cash,TAKE AWAY,Parcel,1137.00,0.00,0.00,0.00,0.00,-,28.43,28.43,0.00,1194.00,-,biller,,0.00,1194.00
33200,22-03-25,Cash,Dine In (23),-,727.00,0.00,0.00,0.00,0.00,-,18.18,18.18,0.00,763.00,-,biller,,0.00,763.00
33201,22-03-25,Cash,Dine In (9),-,1097.00,109.70,0.00,0.00,0.00,-,24.68,24.68,0.00,1037.00,-,biller,,0.00,1037.00
33202,22-03-25,Cash,Dine In (22),-,1087.00,0.00,0.00,0.00,0.00,-,27.18,27.18,0.00,1141.00,-,biller,,0.00,1141.00
33203,22-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33204,22-03-25,Cash,Dine In (1),-,2135.00,0.00,0.00,0.00,0.00,-,53.38,53.38,0.00,2242.00,-,biller,,0.00,2242.00
33205,22-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33206,22-03-25,Cash,Dine In (20),-,1946.00,0.00,0.00,0.00,0.00,-,48.65,48.65,0.00,2043.00,-,biller,,0.00,2043.00
33207,22-03-25,Cash,Dine In (20),-,1087.00,0.00,0.00,0.00,0.00,-,27.18,27.18,0.00,1141.00,-,biller,,0.00,1141.00
33208,22-03-25,Online [Swiggy],Delivery,Swiggy,478.00,210.00,0.00,0.00,0.00,-,6.70,6.70,0.00,281.00,-,biller,,0.00,281.00
33209,22-03-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33210,22-03-25,Cash,Dine In (24),-,619.00,0.00,0.00,0.00,0.00,-,15.48,15.48,0.00,650.00,-,biller,,0.00,650.00
33211,22-03-25,Online [Swiggy],Delivery,Swiggy,369.00,91.00,0.00,0.00,0.00,-,6.95,6.95,0.00,-292.00,-,biller,-,0.00,292.00
33212,22-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33213,22-03-25,Cash,Dine In (20),-,1078.00,0.00,0.00,0.00,0.00,-,26.95,26.95,0.00,1132.00,-,biller,,0.00,1132.00
33214,22-03-25,Cash,Dine In (23),-,2702.00,0.00,0.00,0.00,0.00,-,67.55,67.55,0.00,2837.00,-,biller,,0.00,2837.00
33215,22-03-25,Cash,Dine In (24),-,429.00,0.00,0.00,0.00,0.00,-,10.73,10.73,0.00,450.00,-,biller,,0.00,450.00
33216,22-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33217,23-03-25,Cash,TAKE AWAY,Parcel,2556.00,255.60,0.00,0.00,0.00,-,57.51,57.51,0.00,2415.00,-,biller,,0.00,2415.00
33218,23-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33219,23-03-25,Cash,Dine In (22),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33220,23-03-25,Online [Swiggy],Delivery,Swiggy,469.00,87.50,0.00,0.00,0.00,-,9.54,9.54,0.00,401.00,-,biller,,0.00,401.00
33221,23-03-25,Cash,Dine In (23),-,529.00,0.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
33222,23-03-25,Cash,Dine In (20),-,3822.00,0.00,0.00,0.00,0.00,-,95.55,95.55,0.00,4013.00,-,biller,,0.00,4013.00
33223,23-03-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33224,23-03-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33225,23-03-25,Cash,Dine In (2),-,698.00,69.80,0.00,0.00,0.00,-,15.71,15.71,0.00,660.00,-,biller,,0.00,660.00
33226,23-03-25,Cash,Dine In (9),-,2146.00,214.60,0.00,0.00,0.00,-,48.29,48.29,0.00,2028.00,-,biller,,0.00,2028.00
33227,23-03-25,Cash,Dine In (19),-,1596.00,0.00,0.00,0.00,0.00,-,39.90,39.90,0.00,1676.00,-,biller,,0.00,1676.00
33228,23-03-25,Cash,Dine In (20),-,857.00,85.70,0.00,0.00,0.00,-,19.28,19.28,0.00,810.00,-,biller,,0.00,810.00
33229,23-03-25,Cash,Dine In (23),-,2349.00,0.00,0.00,0.00,0.00,-,58.73,58.73,0.00,2466.00,-,biller,,0.00,2466.00
33230,23-03-25,Cash,Dine In (9),-,947.00,0.00,0.00,0.00,0.00,-,23.68,23.68,0.00,994.00,-,biller,,0.00,994.00
33231,23-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
33232,23-03-25,Cash,Dine In (2),-,319.00,31.90,0.00,0.00,0.00,-,7.18,7.18,0.00,301.00,-,biller,,0.00,301.00
33233,24-03-25,Cash,TAKE AWAY,Parcel,639.00,63.90,0.00,0.00,0.00,-,14.38,14.38,0.00,604.00,-,biller,,0.00,604.00
33234,24-03-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33235,24-03-25,Cash,Dine In (24),-,669.00,0.00,0.00,0.00,0.00,-,16.73,16.73,0.00,702.00,-,biller,,0.00,702.00
33236,24-03-25,Cash,Dine In (23),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33237,24-03-25,Cash,Dine In (20),-,349.00,34.90,0.00,0.00,0.00,-,7.85,7.85,0.00,330.00,-,biller,,0.00,330.00
33238,24-03-25,Cash,Dine In (19),-,1048.00,0.00,0.00,0.00,0.00,-,26.20,26.20,0.00,1100.00,-,biller,,0.00,1100.00
33239,24-03-25,Cash,Dine In (21),-,1485.00,0.00,0.00,0.00,0.00,-,37.13,37.13,0.00,1559.00,-,biller,,0.00,1559.00
33240,24-03-25,Cash,Dine In (20),-,1098.00,0.00,0.00,0.00,0.00,-,27.45,27.45,0.00,1153.00,-,biller,,0.00,1153.00
33241,24-03-25,Cash,Dine In (21),-,459.00,0.00,0.00,0.00,0.00,-,11.48,11.48,0.00,482.00,-,biller,,0.00,482.00
33242,24-03-25,Online [Swiggy],Delivery,Swiggy,489.00,87.50,0.00,0.00,0.00,-,10.04,10.04,0.00,422.00,-,biller,,0.00,422.00
33243,24-03-25,Cash,Dine In (24),-,1366.00,136.60,0.00,0.00,0.00,-,30.74,30.74,0.00,1291.00,-,biller,,0.00,1291.00
33244,24-03-25,Cash,Dine In (22),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
33245,24-03-25,Cash,Dine In (PDR1),-,10200.00,1122.00,0.00,0.00,0.00,-,226.95,226.95,0.00,9532.00,-,biller,,0.00,9532.00
33246,24-03-25,Cash,Dine In (23),-,1587.00,0.00,0.00,0.00,0.00,-,39.67,39.67,0.00,1666.00,-,biller,,0.00,1666.00
33247,25-03-25,Cash,Dine In (20),-,469.00,0.00,0.00,0.00,0.00,-,11.73,11.73,0.00,492.00,-,biller,,0.00,492.00
33248,25-03-25,Cash,Dine In (24),-,588.00,0.00,0.00,0.00,0.00,-,14.70,14.70,0.00,617.00,-,biller,,0.00,617.00
33249,25-03-25,Cash,Dine In (19),-,657.00,0.00,0.00,0.00,0.00,-,16.43,16.43,0.00,690.00,-,biller,,0.00,690.00
33250,25-03-25,Cash,TAKE AWAY,Parcel,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33251,25-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33252,25-03-25,Cash,Dine In (24),-,478.00,0.00,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
33253,25-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33254,25-03-25,Online [Swiggy],Delivery,Swiggy,389.00,87.50,0.00,0.00,0.00,-,7.54,7.54,0.00,317.00,-,biller,,0.00,317.00
33255,25-03-25,Cash,Dine In (9),-,528.00,0.00,0.00,0.00,0.00,-,13.20,13.20,0.00,554.00,-,biller,,0.00,554.00
33256,26-03-25,Online [Swiggy],Delivery,Swiggy,936.00,531.00,0.00,0.00,0.00,-,10.13,10.13,0.00,425.00,-,biller,,0.00,425.00
33257,26-03-25,Cash,Dine In (20),-,926.00,0.00,0.00,0.00,0.00,-,23.15,23.15,0.00,972.00,-,biller,,0.00,972.00
33258,26-03-25,Online [Swiggy],Delivery,Swiggy,558.00,280.00,0.00,0.00,0.00,-,6.95,6.95,0.00,292.00,-,biller,,0.00,292.00
33259,26-03-25,Online [Swiggy],Delivery,Swiggy,449.00,0.00,0.00,0.00,0.00,-,11.23,11.23,0.00,471.00,-,biller,,0.00,471.00
33260,26-03-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33261,26-03-25,Cash,Dine In (25),-,907.00,0.00,0.00,0.00,0.00,-,22.68,22.68,0.00,952.00,-,biller,,0.00,952.00
33262,26-03-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33263,26-03-25,Online [Swiggy],Delivery,Swiggy,389.00,87.50,0.00,0.00,0.00,-,7.54,7.54,0.00,317.00,-,biller,,0.00,317.00
33264,26-03-25,Cash,Dine In (25),-,693.00,0.00,0.00,0.00,0.00,-,17.33,17.33,0.00,728.00,-,biller,,0.00,728.00
33265,26-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33266,26-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33267,26-03-25,Online [Swiggy],Delivery,Swiggy,299.00,91.00,0.00,0.00,0.00,-,5.20,5.20,0.00,218.00,-,biller,,0.00,218.00
33268,26-03-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33269,26-03-25,Cash,Dine In (23),-,1445.00,0.00,0.00,0.00,0.00,-,36.13,36.13,0.00,1517.00,-,biller,,0.00,1517.00
33270,26-03-25,Online [Swiggy],Delivery,Swiggy,898.00,122.50,0.00,0.00,0.00,-,19.39,19.39,0.00,814.00,-,biller,,0.00,814.00
33271,26-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33272,26-03-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
33273,26-03-25,Online [Swiggy],Delivery,Swiggy,829.00,187.90,0.00,0.00,0.00,-,16.03,16.03,0.00,673.00,-,biller,,0.00,673.00
33274,26-03-25,Cash,TAKE AWAY,Parcel,488.00,0.00,0.00,0.00,0.00,-,12.20,12.20,0.00,512.00,-,biller,,0.00,512.00
33275,27-03-25,Cash,Dine In (24),-,748.00,0.00,0.00,0.00,0.00,-,18.70,18.70,0.00,785.00,-,biller,,0.00,785.00
33276,27-03-25,Cash,Dine In (24),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33277,27-03-25,Cash,Dine In (25),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33278,27-03-25,Cash,Dine In (19),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33279,27-03-25,Cash,Dine In (2),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33280,27-03-25,Cash,Dine In (9),-,1706.00,0.00,0.00,0.00,0.00,-,42.65,42.65,0.00,1791.00,-,biller,,0.00,1791.00
33281,27-03-25,Cash,Dine In (19),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33282,27-03-25,Online [Swiggy],Delivery,Swiggy,489.00,87.50,0.00,0.00,0.00,-,10.04,10.04,0.00,422.00,-,biller,,0.00,422.00
33283,27-03-25,Cash,Dine In (24),-,529.00,0.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
33284,27-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33285,27-03-25,Online [Swiggy],Delivery,Swiggy,389.00,91.00,0.00,0.00,0.00,-,7.45,7.45,0.00,313.00,-,biller,,0.00,313.00
33286,27-03-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33287,27-03-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33288,27-03-25,Online [Swiggy],Delivery,Swiggy,339.00,70.00,0.00,0.00,0.00,-,6.73,6.73,0.00,282.00,-,biller,,0.00,282.00
33289,27-03-25,Cash,Dine In (24),-,1565.00,0.00,0.00,0.00,0.00,-,39.13,39.13,0.00,1643.00,-,biller,,0.00,1643.00
33290,27-03-25,Online [Swiggy],Delivery,Swiggy,399.00,87.50,0.00,0.00,0.00,-,7.79,7.79,0.00,327.00,-,biller,,0.00,327.00
33291,27-03-25,Cash,TAKE AWAY,Parcel,1067.00,106.70,0.00,0.00,0.00,-,24.01,24.01,0.00,1008.00,-,biller,,0.00,1008.00
33292,27-03-25,Online [Swiggy],Delivery,Swiggy,449.00,87.50,0.00,0.00,0.00,-,9.04,9.04,0.00,380.00,-,biller,,0.00,380.00
33293,27-03-25,Cash,Dine In (2),-,656.00,0.00,0.00,0.00,0.00,-,16.40,16.40,0.00,689.00,-,biller,,0.00,689.00
33294,27-03-25,Cash,Dine In (23),-,579.00,0.00,0.00,0.00,0.00,-,14.48,14.48,0.00,608.00,-,biller,,0.00,608.00
33295,27-03-25,Cash,Dine In (20),-,699.00,0.00,0.00,0.00,0.00,-,17.48,17.48,0.00,734.00,-,biller,,0.00,734.00
33296,27-03-25,Online [Swiggy],Delivery,Swiggy,389.00,70.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33297,28-03-25,Cash,Dine In (2),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33298,28-03-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
33299,28-03-25,Cash,Dine In (19),-,498.00,0.00,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
33300,28-03-25,Cash,Dine In (21),-,738.00,0.00,0.00,0.00,0.00,-,18.45,18.45,0.00,775.00,-,biller,,0.00,775.00
33301,28-03-25,Cash,Dine In (20),-,1167.00,0.00,0.00,0.00,0.00,-,29.18,29.18,0.00,1225.00,-,biller,,0.00,1225.00
33302,28-03-25,Cash,Dine In (24),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33303,28-03-25,Cash,Dine In (23),-,1296.00,0.00,0.00,0.00,0.00,-,32.40,32.40,0.00,1361.00,-,biller,,0.00,1361.00
33304,28-03-25,Cash,Dine In (25),-,79.00,0.00,0.00,0.00,0.00,-,1.98,1.98,0.00,83.00,-,biller,,0.00,83.00
33305,28-03-25,Cash,Dine In (PDR1),-,1507.00,150.70,0.00,0.00,0.00,-,33.91,33.91,0.00,1424.00,-,biller,,0.00,1424.00
33306,28-03-25,Cash,Dine In (19),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
33307,28-03-25,Cash,Dine In (21),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33308,28-03-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33309,28-03-25,Cash,Dine In (20),-,1276.00,127.60,0.00,0.00,0.00,-,28.71,28.71,0.00,1206.00,-,biller,,0.00,1206.00
33310,28-03-25,Cash,Dine In (24),-,669.00,0.00,0.00,0.00,0.00,-,16.73,16.73,0.00,702.00,-,biller,,0.00,702.00
33311,28-03-25,Cash,Dine In (2),-,409.00,0.00,0.00,0.00,0.00,-,10.23,10.23,0.00,429.00,-,biller,,0.00,429.00
33312,28-03-25,Cash,Dine In (21),-,2000.00,0.00,0.00,0.00,0.00,-,50.00,50.00,0.00,2100.00,-,biller,,0.00,2100.00
33313,28-03-25,Cash,Dine In (22),-,708.00,0.00,0.00,0.00,0.00,-,17.70,17.70,0.00,743.00,-,biller,,0.00,743.00
33314,28-03-25,Cash,Dine In (9),-,1226.00,0.00,0.00,0.00,0.00,-,30.65,30.65,0.00,1287.00,-,biller,,0.00,1287.00
33315,28-03-25,Cash,Dine In (21),-,578.00,0.00,0.00,0.00,0.00,-,14.45,14.45,0.00,607.00,-,biller,,0.00,607.00
33316,29-03-25,Online [Swiggy],Delivery,Swiggy,449.00,70.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33317,29-03-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
